time,hip.x,hip.y,hip.z,abdomen.x,abdomen.y,abdomen.z,chest.x,chest.y,chest.z,neck.x,neck.y,neck.z,head.x,head.y,head.z,leftEye.x,leftEye.y,leftEye.z,rightEye.x,rightEye.y,rightEye.z,rCollar.x,rCollar.y,rCollar.z,rShldr.x,rShldr.y,rShldr.z,rForeArm.x,rForeArm.y,rForeArm.z,rHand.x,rHand.y,rHand.z,rThumb1.x,rThumb1.y,rThumb1.z,rThumb2.x,rThumb2.y,rThumb2.z,rIndex1.x,rIndex1.y,rIndex1.z,rIndex2.x,rIndex2.y,rIndex2.z,rMid1.x,rMid1.y,rMid1.z,rMid2.x,rMid2.y,rMid2.z,rRing1.x,rRing1.y,rRing1.z,rRing2.x,rRing2.y,rRing2.z,rPinky1.x,rPinky1.y,rPinky1.z,rPinky2.x,rPinky2.y,rPinky2.z,lCollar.x,lCollar.y,lCollar.z,lShldr.x,lShldr.y,lShldr.z,lForeArm.x,lForeArm.y,lForeArm.z,lHand.x,lHand.y,lHand.z,lThumb1.x,lThumb1.y,lThumb1.z,lThumb2.x,lThumb2.y,lThumb2.z,lIndex1.x,lIndex1.y,lIndex1.z,lIndex2.x,lIndex2.y,lIndex2.z,lMid1.x,lMid1.y,lMid1.z,lMid2.x,lMid2.y,lMid2.z,lRing1.x,lRing1.y,lRing1.z,lRing2.x,lRing2.y,lRing2.z,lPinky1.x,lPinky1.y,lPinky1.z,lPinky2.x,lPinky2.y,lPinky2.z,rButtock.x,rButtock.y,rButtock.z,rThigh.x,rThigh.y,rThigh.z,rShin.x,rShin.y,rShin.z,rFoot.x,rFoot.y,rFoot.z,lButtock.x,lButtock.y,lButtock.z,lThigh.x,lThigh.y,lThigh.z,lShin.x,lShin.y,lShin.z,lFoot.x,lFoot.y,lFoot.z
  20.54999,  50.52640, 104.48600,  87.70100,  51.15016, 125.12498,  86.22587,  50.89517, 136.47145,  89.12779,  49.87746, 158.70507,  90.47539,  49.65119, 165.25056,  93.41731,  52.09240, 174.76971, 100.49611,  44.42155, 174.35654,  99.12781,  47.57811, 156.14648,  87.14119,  38.82886, 153.63254,  87.50732,  38.38871, 128.97427,  73.76947,  29.46669, 107.11691,  75.63192,  28.76009, 105.26712,  78.70718,  27.41207, 101.42267,  81.29390,  24.89497,  99.38987,  79.08664,  24.55799,  96.48273,  80.14574,  25.01454,  99.38303,  76.82854,  24.34382,  96.14423,  77.23145,  25.84807,  98.93101,  74.97357,  25.78947,  96.24060,  74.48433,  27.01847,  99.55388,  73.29838,  27.20075,  97.75539,  72.30749,  52.91783, 156.36257,  87.60848,  61.64401, 154.55585,  89.50394,  64.22166, 130.69544,  74.63824,  63.40282, 113.14750,  58.75697,  63.01323, 109.56345,  59.37426,  62.51128, 104.93179,  58.11573,  64.29714, 104.49064,  54.65796,  63.38917, 101.87037,  53.24500,  64.43304, 106.17458,  53.15488,  63.77830, 103.72407,  50.99424,  63.69991, 107.53659,  51.75938,  62.78852, 106.26858,  49.51380,  63.04458, 109.52116,  51.31654,  62.30485, 109.23187,  49.41424,  41.81562, 109.10424,  88.21859,  41.90107, 107.31645,  86.09115,  38.97845,  73.97357, 101.45184,  39.57585,  30.35179,  88.86264,  59.33281, 108.65226,  89.30201,  59.41826, 106.86448,  87.17457,  63.98710,  72.23717,  98.85000,  66.58682,  31.37307,  79.22678
  20.55833,  50.61200, 103.68600,  88.87490,  51.07800, 124.33316,  87.45705,  50.74373, 135.67049,  90.38649,  49.60260, 157.89604,  91.76795,  49.36767, 164.41802,  94.76098,  51.77226, 173.93275, 101.85823,  44.10337, 173.49436, 100.48679,  47.31219, 155.32928,  88.43387,  38.57791, 152.76538,  88.81090,  38.16631, 128.15055,  74.99448,  29.27135, 106.28424,  76.88111,  28.56781, 104.43446,  79.95708,  27.22283, 100.58986,  82.54517,  24.70422,  98.55643,  80.34020,  24.36876,  95.64928,  81.39974,  24.82183,  98.54950,  78.08200,  24.15213,  95.31059,  78.48565,  25.65383,  98.09756,  76.22633,  25.59536,  95.40711,  75.73727,  26.82264,  98.72058,  74.55008,  27.00443,  96.92208,  73.55912,  52.65138, 155.57490,  88.89261,  61.39079, 153.81484,  90.77095,  64.19655, 130.07924,  75.74757,  63.46944, 112.83865,  59.52880,  63.10230, 109.24066,  60.07466,  62.62987, 104.63184,  58.72422,  64.41933, 104.27070,  55.25904,  63.52825, 101.67334,  53.79398,  64.54499, 105.98498,  53.78974,  63.90625, 103.57379,  51.58062,  63.80363, 107.36979,  52.42129,  62.90081, 106.14090,  50.15064,  63.13591, 109.35860,  52.01770,  62.39849, 109.10248,  50.10975,  41.86534, 108.23549,  89.39633,  41.96669, 106.45428,  87.26408,  39.25383,  73.09036, 102.61757,  39.76669,  28.99468,  91.80035,  59.38441, 107.91562,  90.49627,  59.48576, 106.13441,  88.36401,  64.01123,  71.49439, 100.01861,  67.47046,  29.90321,  82.13254
  20.56666,  50.59040, 102.88800,  90.03150,  51.07659, 123.54029,  88.69767,  50.75957, 134.86827,  91.66497,  49.69078, 157.09403,  93.09982,  49.49637, 163.59719,  96.13640,  51.93426, 173.08054, 103.26422,  44.26554, 172.68177, 101.87979,  47.39128, 154.54269,  89.76018,  38.64883, 152.00620,  90.13321,  38.05819, 127.44549,  76.22728,  29.01202, 105.64320,  78.13582,  28.29369, 103.79920,  81.21184,  26.91734,  99.96578,  83.80001,  24.38161,  97.95336,  81.59540,  24.02226,  95.04905,  82.65488,  24.49879,  97.94554,  79.33717,  23.80234,  94.71227,  79.74082,  25.32671,  97.48679,  77.48135,  25.24587,  94.79694,  76.99220,  26.50036,  98.10018,  75.80493,  26.66708,  96.30027,  74.81388,  52.73134, 154.76991,  90.21819,  61.46545, 152.97706,  92.09019,  64.32705, 129.33747,  76.92662,  63.58569, 112.39545,  60.39685,  63.21369, 108.78828,  60.87456,  62.73920, 104.20604,  59.43719,  64.53533, 103.90784,  55.96947,  63.64452, 101.33931,  54.45429,  64.66576, 105.64916,  54.53276,  64.02900, 103.28041,  52.27763,  63.92863, 107.06013,  53.18896,  63.02915, 105.87491,  50.89390,  63.26380, 109.05686,  52.82130,  62.53000, 108.83727,  50.90741,  41.84628, 107.44259,  90.55086,  41.95114, 105.66987,  88.41171,  39.14526,  72.31227, 103.76220,  39.15676,  27.83983,  94.60219,  59.36247, 107.10382,  91.69024,  59.46733, 105.33110,  89.55109,  63.65803,  70.65043, 101.20997,  67.58639,  28.41352,  85.01380
  20.57499,  50.54200, 102.09200,  91.17560,  51.09234, 122.74820,  89.93011,  50.81876, 134.06825,  92.93180,  49.87748, 156.29704,  94.40833,  49.73387, 162.79250,  97.46415,  52.22243, 172.24367, 104.61715,  44.55297, 171.89581, 103.22313,  47.56182, 153.76505,  91.06512,  38.80523, 151.27778,  91.43785,  37.96425, 126.75981,  77.46952,  28.74204, 105.03836,  79.45564,  28.00887, 103.20682,  82.53560,  26.59693,  99.39184,  85.13184,  24.03819,  97.40160,  82.93369,  23.65073,  94.50284,  83.99845,  24.15248,  97.38886,  80.67534,  23.42379,  94.16349,  81.08523,  24.97340,  96.91867,  78.81927,  24.86468,  94.22897,  78.33471,  26.15113,  97.51735,  77.14040,  26.29836,  95.71420,  76.15214,  52.90331, 153.96096,  91.52088,  61.62797, 152.11486,  93.38517,  64.50576, 128.53106,  78.13803,  63.73743, 111.83674,  61.35934,  63.35795, 108.22330,  61.78042,  62.87886, 103.66464,  60.27136,  64.68278, 103.41678,  56.80372,  63.79109, 100.87354,  55.24696,  64.81972, 105.17983,  55.39438,  64.18421, 102.84731,  53.10145,  64.08830, 106.61269,  54.07077,  63.19225, 105.46465,  51.75557,  63.42787, 108.61605,  53.73241,  62.69827, 108.42734,  51.81362,  41.81023, 106.67030,  91.69439,  41.91472, 104.90631,  89.54801,  38.97194,  71.58606, 104.95389,  38.30060,  26.80970,  97.44846,  59.32271, 106.27472,  92.87199,  59.42719, 104.51074,  90.72562,  63.21931,  69.80571, 102.44830,  67.54712,  26.98613,  87.97564
  20.58333,  50.56730, 101.21900,  92.28550,  51.06954, 121.88269,  91.14871,  50.78492, 133.19207,  94.18933,  49.85842, 155.41810,  95.71608,  49.73580, 161.90898,  98.78251,  52.23816, 171.33781, 105.96014,  44.56692, 170.99862, 104.57379,  47.53203, 152.89435,  92.37409,  38.77536, 150.41040,  92.76648,  37.76796, 125.92917,  78.74482,  28.50296, 104.23726,  80.85100,  27.77461, 102.41565,  83.93800,  26.35626,  98.61274,  86.54841,  23.77891,  96.62973,  84.36553,  23.38264,  93.73505,  85.43813,  23.88340,  96.61169,  82.10674,  23.14159,  93.39059,  82.52663,  24.69414,  96.13378,  80.24817,  24.57092,  93.44359,  79.76981,  25.86739,  96.72345,  78.56297,  26.00203,  94.91755,  77.57794,  52.87490, 153.08678,  92.81502,  61.60396, 151.23260,  94.65045,  64.60134, 127.70812,  79.33486,  63.87571, 111.24017,  62.33206,  63.51328, 107.61928,  62.70094,  63.05664, 103.08057,  61.12623,  64.86329, 102.89120,  57.65633,  63.98445, 100.36639,  56.06269,  64.99245, 104.67497,  56.27256,  64.36912, 102.37267,  53.94599,  64.25480, 106.12322,  54.96931,  63.36529, 105.00434,  52.63737,  63.58497, 108.12806,  54.65945,  62.85716, 107.96350,  52.73777,  41.82469, 105.77404,  92.82592,  41.93387, 104.02161,  90.67034,  39.09106,  70.72192, 106.13933,  37.92937,  25.71282, 100.26263,  59.33773, 105.41331,  94.00627,  59.44692, 103.66088,  91.85069,  63.04318,  68.95557, 103.63409,  67.95309,  25.65709,  90.87325
  20.59166,  50.62810, 100.19500,  93.39180,  51.02346, 120.86724,  92.37452,  50.70198, 132.16377,  95.45893,  49.73484, 154.38338,  97.05242,  49.61535, 160.86759, 100.13305,  52.10727, 170.27528, 107.34198,  44.43505, 169.92550, 105.96371,  47.40447, 151.86458,  93.70946,  38.65392, 149.36179,  94.11839,  37.53258, 124.91959,  80.03741,  28.28563, 103.23161,  82.26011,  27.56842, 101.41684,  85.35373,  26.15507,  97.62130,  87.97755,  23.56347,  95.63955,  85.81045,  23.16665,  92.74753,  86.89001,  23.65717,  95.61735,  83.55122,  22.91106,  92.39846,  83.98031,  24.45810,  95.13459,  81.68965,  24.32733,  92.44383,  81.21662,  25.62446,  95.71901,  79.99786,  25.75086,  93.91113,  79.01537,  52.74812, 152.06655,  94.13647,  61.48585, 150.22474,  95.94288,  64.67564, 126.76831,  80.56192,  64.04938, 110.52195,  63.34336,  63.71730, 106.89328,  63.66073,  63.29991, 102.37362,  62.02167,  65.11016, 102.24860,  58.55073,  64.25362,  99.73927,  56.92092,  65.22510, 104.05280,  57.19241,  64.62260, 101.77847,  54.83308,  64.47603, 105.51307,  55.90926,  63.59739, 104.41983,  53.56108,  63.78950, 107.51638,  55.62730,  63.06425, 107.37289,  53.70296,  41.86206, 104.70157,  93.95841,  41.98027, 102.96222,  91.79274,  39.32181,  69.67794, 107.32752,  37.84174,  24.51205, 102.90528,  59.37675, 104.42459,  95.13693,  59.49496, 102.68524,  92.97125,  63.00582,  68.00236, 104.84609,  68.43912,  24.32560,  93.68704
  20.59999,  50.68700,  99.08430,  94.58170,  50.96493, 119.76106,  93.61886,  50.60834, 131.05293,  96.71641,  49.59865, 153.26910,  98.33128,  49.47652, 159.74867, 101.42158,  51.94760, 169.15088, 108.64482,  44.27663, 168.78851, 107.26283,  47.27141, 150.74889,  94.98720,  38.52599, 148.22863,  95.39846,  37.31056, 123.79312,  81.31368,  28.07376, 102.11559,  83.67619,  27.36249, 100.31372,  86.77871,  25.94966,  96.53076,  89.42091,  23.34741,  94.54623,  87.26915,  22.94814,  91.65903,  88.36063,  23.43409,  94.51550,  85.00975,  22.68286,  91.29972,  85.45305,  24.22830,  94.02425,  83.14752,  24.09067,  91.33202,  82.68486,  25.39059,  94.60006,  81.44999,  25.51034,  92.78831,  80.47382,  52.61488, 150.96090,  95.41154,  61.35716, 149.13448,  97.21155,  64.77954, 125.71099,  81.83040,  64.29526, 109.64309,  64.44065,  63.99668, 106.00803,  64.71536,  63.62589, 101.50387,  63.02328,  65.44553, 101.43597,  59.55566,  64.61660,  98.93769,  57.89491,  65.54667, 103.25674,  58.21852,  64.97131, 101.00423,  55.83163,  64.78692, 104.72461,  56.95041,  63.92425, 103.65034,  54.58761,  64.08219, 106.72450,  56.68984,  63.36292, 106.59642,  54.76217,  41.89471, 103.53909,  95.15116,  42.02507, 101.80612,  92.98106,  39.49111,  68.59412, 108.69036,  37.79960,  23.32942, 105.53607,  59.40951, 103.35934,  96.34679,  59.53987, 101.62637,  94.17670,  63.00330,  67.03264, 106.32244,  68.70857,  23.02829,  96.69068
  20.60833,  50.70470,  97.88610,  95.79820,  50.94667, 118.56443,  94.85979,  50.63072, 129.85876,  97.95281,  49.70197, 152.07745,  99.58165,  49.61413, 158.54835, 102.69120,  52.12528, 167.93430, 109.92177,  44.45211, 167.60214, 108.54443,  47.36366, 149.56765,  96.23748,  38.60947, 147.07863,  96.65253,  37.15504, 122.64754,  82.58274,  27.79616, 101.03767,  85.08077,  27.08024,  99.25304,  88.19217,  25.64588,  95.49117,  90.85282,  23.02167,  93.51906,  88.71638,  22.60313,  90.63918,  89.81992,  23.10124,  93.47920,  86.45686,  22.32622,  90.27109,  86.91451,  23.88592,  92.97478,  84.59411,  23.72584,  90.28201,  84.14200,  25.04752,  93.53511,  82.89094,  25.15013,  91.71885,  81.92124,  52.70811, 149.76017,  96.65870,  61.44485, 147.90121,  98.45230,  64.97760, 124.48339,  83.08747,  64.54917, 108.58246,  65.54347,  64.26871, 104.94321,  65.77895,  63.92367, 100.45550,  64.03840,  65.74929, 100.43381,  60.57334,  64.93584,  97.94917,  58.88468,  65.84333, 102.26920,  59.25582,  65.28337, 100.03936,  56.84413,  65.07817, 103.74662,  58.00213,  64.22485, 102.69321,  55.62657,  64.36367, 105.74556,  57.76167,  63.64821, 105.63437,  55.83154,  41.90528, 102.32522,  96.37977,  42.03691, 100.59506,  94.20750,  39.40444,  67.51143, 110.16944,  37.30848,  22.20561, 108.00295,  59.42128, 102.17389,  97.56165,  59.55291, 100.44373,  95.38939,  62.88960,  65.98831, 107.95642,  68.36962,  21.68011,  99.68253
  20.61666,  50.74130,  96.57210,  96.94660,  50.93917, 117.25183,  96.02884,  50.68889, 128.55001,  99.11377,  49.86371, 150.77076, 100.77005,  49.82205, 157.22806, 103.90869,  52.40130, 166.59194, 111.14391,  44.72201, 166.29719, 109.79243,  47.50527, 148.27521,  97.42934,  38.74120, 145.82481,  97.86509,  36.98847, 121.40349,  83.81234,  27.48952,  99.87172,  86.45209,  26.77426,  98.10333,  89.57290,  25.32083,  94.36269,  92.25307,  22.66816,  92.40707,  90.13672,  22.23009,  89.53450,  91.25166,  22.73551,  92.35935,  87.87695,  21.93469,  89.15967,  88.34894,  23.50593,  91.84215,  86.01176,  23.31976,  89.14947,  85.56914,  24.66345,  92.38682,  84.30075,  24.74496,  90.56666,  83.33636,  52.85163, 148.44341,  97.83644,  61.58476, 146.54346,  99.60450,  65.18656, 123.12948,  84.24986,  64.77245, 107.39205,  66.55871,  64.51201, 103.74906,  66.75646,  64.19000,  99.27792,  64.96948,  66.01290,  99.30229,  61.50300,  65.21162,  96.83099,  59.78915,  66.09585, 101.15180,  60.20461,  65.54609,  98.94419,  57.77023,  65.32164, 102.63801,  58.96697,  64.47213, 101.60477,  56.58121,  64.59605, 104.63541,  58.74791,  63.87964, 104.54044,  56.81726,  41.93567, 100.99342,  97.56835,  42.06189,  99.26578,  95.39377,  39.31405,  66.33502, 111.64968,  36.79684,  21.02149, 110.21711,  59.45657, 100.87508,  98.67929,  59.58278,  99.14743,  96.50471,  62.89244,  64.87788, 109.57697,  67.97332,  20.31835, 102.48209
  20.62499,  50.80020,  95.24780,  98.22790,  50.83866, 115.92483,  97.23213,  50.56044, 127.23575, 100.26761,  49.68440, 149.45873, 101.86678,  49.62586, 155.91172, 105.01401,  52.16284, 165.29898, 112.23386,  44.48885, 164.98669, 110.85643,  47.34462, 146.95045,  98.52249,  38.58371, 144.48362,  98.92829,  36.77462, 120.00833,  84.97696,  27.26828,  98.50183,  87.79035,  26.54904,  96.75692,  90.92344,  25.08770,  93.03822,  93.62970,  22.43135,  91.07310,  91.52681,  21.98731,  88.20935,  92.66191,  22.49888,  91.00933,  89.26744,  21.69153,  87.81468,  89.76186,  23.26849,  90.47743,  87.40605,  23.07693,  87.78208,  86.98239,  24.42734,  91.00768,  85.69141,  24.50528,  89.18061,  84.73988,  52.68892, 147.13028,  98.95105,  61.41849, 145.25202, 100.75942,  65.35286, 121.80181,  85.54229,  65.18579, 106.14699,  67.77395,  64.97075, 102.49986,  67.94852,  64.71686,  98.03577,  66.13316,  66.56041,  98.10418,  62.67820,  65.80127,  95.63318,  60.94484,  66.62763,  99.96235,  61.39133,  66.12100,  97.76255,  58.94057,  65.84204, 101.44596,  60.15774,  65.02039, 100.41630,  57.76071,  65.09232, 103.43523,  59.94603,  64.38898, 103.34271,  58.01046,  41.95883,  99.60241,  98.81203,  42.10375,  97.86761,  96.64433,  39.33465,  65.14997, 113.32151,  36.75339,  19.82439, 112.52568,  59.47740,  99.62534,  99.96487,  59.62232,  97.89054,  97.79716,  63.09699,  63.91644, 111.57858,  68.06290,  19.16809, 105.69390
  20.63333,  50.91240,  93.82200,  99.32320,  50.75377, 114.49918,  98.34248,  50.42829, 125.79893, 101.41461,  49.43687, 148.01012, 103.10748,  49.36967, 154.43869, 106.30413,  51.89576, 163.81879, 113.53709,  44.21604, 163.46867, 112.20136,  47.09147, 145.50191,  99.76708,  38.34712, 142.98411, 100.21472,  36.41877, 118.53403,  86.23518,  27.04192,  96.99399,  89.22123,  26.36630,  95.25166,  92.36544,  24.94815,  91.53313,  95.09482,  22.27052,  89.55861,  93.02804,  21.84781,  86.69535,  94.17247,  22.30990,  89.49188,  90.76809,  21.51669,  86.29595,  91.27690,  23.05744,  88.95930,  88.89792,  22.86723,  86.26291,  88.48033,  24.19340,  89.49002,  87.16817,  24.26393,  87.66183,  86.21821,  52.43712, 145.71021, 100.16483,  61.18766, 143.87410, 101.91417,  65.39433, 120.48891,  86.66985,  65.36711, 105.01266,  68.74500,  65.21422, 101.36068,  68.87891,  65.02983,  96.91368,  67.01390,  66.86075,  97.05219,  63.55433,  66.13781,  94.58840,  61.79542,  66.89243,  98.92562,  62.28838,  66.41506,  96.74533,  59.81443,  66.07791, 100.40954,  61.07408,  65.26599,  99.39322,  58.66805,  65.29404, 102.38811,  60.88719,  64.58609, 102.30553,  58.95286,  42.03576,  98.09474,  99.97335,  42.18120,  96.36280,  97.80339,  39.68095,  63.74970, 114.72599,  37.28133,  18.41210, 114.05646,  59.56114,  98.27797, 101.00172,  59.70658,  96.54603,  98.83175,  63.61180,  62.81349, 113.08325,  68.55614,  17.97709, 107.89143
  20.64166,  50.91340,  92.27420, 100.45900,  50.74890, 112.94786,  99.40773,  50.43077, 124.24095, 102.50506,  49.46188, 146.44958, 104.24394,  49.42303, 152.86073, 107.47586,  51.97183, 162.24376, 114.69703,  44.28844, 161.89574, 113.38198,  47.09985, 143.94920, 100.90939,  38.35591, 141.43637, 101.39146,  36.16206, 116.99702,  87.43232,  26.82486,  95.47832,  90.68464,  26.19114,  93.75214,  93.84644,  24.80374,  90.04987,  96.61346,  22.09080,  88.07310,  94.59544,  21.67757,  85.21622,  95.75912,  22.09668,  87.99598,  92.33549,  21.30275,  84.80452,  92.87060,  22.81517,  87.45290,  90.45698,  22.61182,  84.75515,  90.05462,  23.92687,  87.97270,  88.70826,  23.97863,  86.14003,  87.76577,  52.44738, 144.15319, 101.28359,  61.20442, 142.30799, 102.99029,  65.57153, 118.92471,  87.78822,  65.62747, 103.59173,  69.74073,  65.51904,  99.93707,  69.84036,  65.38607,  95.50592,  67.93369,  67.21055,  95.69923,  64.47335,  66.51518,  93.24353,  62.69215,  67.21782,  97.58476,  63.22510,  66.76361,  95.42223,  60.73126,  66.38376,  99.07006,  62.02585,  65.58100,  98.06667,  59.61133,  65.57572, 101.04064,  61.85860,  64.86623, 100.96770,  59.92444,  42.03996,  96.54892, 101.13915,  42.17453,  94.80950,  98.97448,  39.72821,  62.34953, 116.19671,  37.33344,  17.01109, 115.56811,  59.57029,  96.73617, 102.07849,  59.70486,  94.99676,  99.91381,  63.83843,  61.52670, 114.70938,  68.47744,  16.58038, 110.23589
  20.64999,  50.82060,  90.64510, 101.57300,  50.76887, 111.31312, 100.40553,  50.48878, 122.59973, 103.53002,  49.62361, 144.80989, 105.30360,  49.63285, 151.20430, 108.56873,  52.21890, 160.59180, 115.77083,  44.53397, 160.27050, 114.45798,  47.24072, 142.32484, 101.97243,  38.48716, 139.85013, 102.47662,  35.94528, 115.42641,  88.54920,  26.60231,  93.95844,  92.10601,  26.00996,  92.25373,  95.28742,  24.64700,  88.57492,  98.09753,  21.89144,  86.60170,  96.13453,  21.48143,  83.75378,  97.32110,  21.86073,  86.51172,  93.87526,  21.05820,  83.32778,  94.44136,  22.54611,  85.95405,  91.98866,  22.32174,  83.25522,  91.60515,  23.63248,  86.45780,  90.21945,  23.65923,  84.61955,  89.28682,  52.59018, 142.50458, 102.33118,  61.34391, 140.61808, 104.00946,  65.81965, 117.20685,  88.88217,  65.94452, 102.00475,  70.72465,  65.87169,  98.34846,  70.79187,  65.78308,  93.93329,  68.84598,  67.60762,  94.17500,  65.38872,  66.93728,  91.72850,  63.58540,  67.59723,  96.07148,  64.15720,  67.16560,  93.92679,  61.64402,  66.74941,  97.55914,  62.97058,  65.95790,  96.56938,  60.54674,  65.92228,  99.52315,  62.82022,  65.21468,  99.46043,  60.88502,  41.97363,  94.97357, 102.25804,  42.09127,  93.22126, 100.10279,  39.55247,  60.93769, 117.64034,  37.07549,  15.60585, 116.87021,  59.50775,  95.06721, 103.13892,  59.62538,  93.31491, 100.98368,  63.89454,  60.12463, 116.35962,  68.03149,  15.06998, 112.52961
  20.65833,  50.79380,  88.99740, 102.71100,  50.76617, 109.65383, 101.35322,  50.45570, 120.93602, 104.49078,  49.56881, 143.14608, 106.25498,  49.58640, 149.53042, 109.53972,  52.15609, 158.95065, 116.70484,  44.47274, 158.61601, 115.38611,  47.18201, 140.65664, 102.92990,  38.43231, 138.17221, 103.45309,  35.67882, 113.71508,  89.62487,  26.46194,  92.25216,  93.52453,  25.92283,  90.57134,  96.72804,  24.60842,  86.91326,  99.58791,  21.82237,  84.92376,  97.68530,  21.43367,  82.08472,  98.89998,  21.75475,  84.81662,  95.42757,  20.96364,  81.63664,  96.03086,  22.40952,  84.24499,  93.53430,  22.18064,  81.54321,  93.17499,  23.46646,  84.73586,  91.74376,  23.47913,  82.89060,  90.82479,  52.53197, 140.84265, 103.27770,  61.29123, 138.96697, 104.93917,  66.02069, 115.50404,  89.97002,  66.33089, 100.35494,  71.77046,  66.31082,  96.69773,  71.82188,  66.29146,  92.29015,  69.85693,  68.12176,  92.57313,  66.40584,  67.49185,  90.12498,  64.59023,  68.08729,  94.47455,  65.18240,  67.69363,  92.33468,  62.65890,  67.22127,  95.95488,  63.99977,  66.45081,  94.96423,  61.56953,  66.36621,  97.90735,  63.85549,  65.66488,  97.84273,  61.91806,  41.95380,  93.34349, 103.37404,  42.06480,  91.57125, 101.23479,  39.58140,  59.50647, 119.17699,  37.33685,  14.17102, 118.00944,  59.48978,  93.42246, 104.21851,  59.60078,  91.65022, 102.07926,  64.16522,  58.81916, 118.12692,  67.98525,  13.70352, 114.70772
  20.66666,  50.75490,  87.36350, 103.82100,  50.79242, 108.00149, 102.20710,  50.47339, 119.28256, 105.34781,  49.59950, 141.49674, 107.06602,  49.63561, 147.87811, 110.35638,  52.23037, 157.33112, 117.46910,  44.54558, 157.00671, 116.15621,  47.20182, 139.00087, 103.75361,  38.45289, 136.52067, 104.30862,  35.42520, 111.99225,  90.66522,  26.29151,  90.56166,  94.92207,  25.80580,  88.90861,  98.14849,  24.53704,  85.27633, 101.06137,  21.71678,  83.27398,  99.22376,  21.34617,  80.44576, 100.46894,  21.61031,  83.14783,  96.96852,  20.82652,  79.97397,  97.61221,  22.23192,  82.55947,  95.06919,  21.99424,  79.85502,  94.73677,  23.25846,  83.03399,  93.25670,  23.25353,  81.18101,  92.35331,  52.55287, 139.18575, 104.08488,  61.31646, 137.31063, 105.72403,  66.23909, 113.73269,  90.99986,  66.70697,  98.52299,  72.85430,  66.72256,  94.86589,  72.91465,  66.75386,  90.45359,  70.96050,  68.59437,  90.74614,  67.51565,  67.99537,  88.28753,  65.70371,  68.54589,  92.64415,  66.28741,  68.18280,  90.49441,  63.76772,  67.66990,  94.11304,  65.09788,  66.91840,  93.10899,  62.66720,  66.79629,  96.05667,  64.94557,  66.10298,  95.98048,  63.00568,  41.93112,  91.74711, 104.45237,  42.03074,  89.94812, 102.33501,  39.53881,  58.17612, 120.78957,  37.50372,  12.85858, 118.81905,  59.46937,  91.77772, 105.25154,  59.56899,  89.97873, 103.13417,  64.31483,  57.55471, 119.93894,  67.61699,  12.40295, 116.45772
  20.67499,  50.60510,  85.70060, 104.91900,  50.89487, 106.30821, 102.97600,  50.65699, 117.58427, 106.14181,  49.98498, 139.80796, 107.82751,  50.08718, 146.18384, 111.12710,  52.80717, 155.63524, 118.19504,  45.11912, 155.40835, 116.88075,  47.55822, 137.32854, 104.52393,  38.78867, 134.92740, 105.10089,  35.27090, 110.35064,  91.66362,  26.02461,  89.03054,  96.22155,  25.57428,  87.40368,  99.46636,  24.31688,  83.80334, 102.42348,  21.44850,  81.81659, 100.64436,  21.07037,  79.00043, 101.91436,  21.30496,  81.67659,  98.39199,  20.50081,  78.51488,  99.06947,  21.89057,  81.06963,  96.48708,  21.62145,  78.36549,  96.17677,  22.89270,  81.52207,  94.65539,  22.85546,  79.66330,  93.76475,  52.91139, 137.46615, 104.84383,  61.66129, 135.51536, 106.46772,  66.59428, 111.75283,  92.04689,  67.14357,  96.39604,  74.02794,  67.14769,  92.73947,  74.11595,  67.18246,  88.31246,  72.19542,  69.05321,  88.57357,  68.76436,  68.46236,  86.10311,  66.96592,  69.02092,  90.46239,  67.52150,  68.67293,  88.29475,  65.01504,  68.15953,  91.92482,  66.31348,  67.42583,  90.90463,  63.88408,  67.29309,  93.86979,  66.13906,  66.61616,  93.78098,  64.19393,  41.83654,  90.20205, 105.48744,  41.91191,  88.36844, 103.39897,  39.04198,  56.95918, 122.41112,  36.94427,  11.73978, 118.87424,  59.37464,  90.02941, 106.27192,  59.45001,  88.19580, 104.18345,  63.97916,  56.16172, 121.77733,  66.09256,  11.01123, 117.45630
